pl_name,pl_letter,hostname,hd_name,hip_name,tic_id,gaia_id,default_flag,pl_refname,sy_refname,disc_pubdate,disc_year,discoverymethod,disc_locale,disc_facility,disc_instrument,disc_telescope,disc_refname,ra,rastr,dec,decstr,glon,glat,elon,elat,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbperstr,pl_orblpererr1,pl_orblper,pl_orblpererr2,pl_orblperlim,pl_orblperstr,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbsmaxstr,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_orbinclstr,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orbtperstr,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbeccenstr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtstr,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_occdepstr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolstr,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_densstr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepstr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidstr,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_trandurstr,sy_kmagstr,sy_umag,sy_umagerr1,sy_umagerr2,sy_umagstr,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_rmagstr,sy_imag,sy_imagerr1,sy_imagerr2,sy_imagstr,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_zmagstr,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w1magstr,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w2magstr,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w3magstr,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_w4magstr,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_gmagstr,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_gaiamagstr,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_tmagstr,pl_controv_flag,pl_tsystemref,st_metratio,st_spectype,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,sy_kepmagstr,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_rotpstr,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_projobliqstr,x,y,z,htm20,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_rvampstr,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_radjstr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radestr,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_ratrorstr,pl_ratdor,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,pl_trueobliqstr,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_icmagstr,rowupdate,pl_pubdate,st_refname,releasedate,dkin_flag,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratdorstr,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_impparstr,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_cmassjstr,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassestr,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_massjstr,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massestr,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassjstr,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassestr,pl_bmassprov,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_msinijstr,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msiniestr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffstr,st_met,st_meterr1,st_meterr2,st_metlim,st_metstr,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvstr,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_vsinstr,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumstr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggstr,st_age,st_ageerr1,st_ageerr2,st_agelim,st_agestr,st_mass,st_masserr1,st_masserr2,st_masslim,st_massstr,st_dens,st_denserr1,st_denserr2,st_denslim,st_densstr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radstr,ttv_flag,ptv_flag,tran_flag,rv_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,pul_flag,soltype,sy_snum,sy_pnum,sy_mnum,cb_flag,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,pl_nnotes,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmstr,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmrastr,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_pmdecstr,sy_plx,sy_plxerr1,sy_plxerr2,sy_plxstr,sy_dist,sy_disterr1,sy_disterr2,sy_diststr,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_bmagstr,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_vmagstr,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_jmagstr,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_hmagstr,sy_kmag,sy_kmagerr1,sy_kmagerr2
"pi Men c","c","HD 39091","HD 39091","HIP 26394","TIC 261136679","Gaia DR2 4623036865373793408",1,"<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2018-11",2018,"Transit","Space","Transiting Exoplanet Survey Satellite (TESS)","TESS CCD Array","0.1 m TESS Telescope","<a refstr=GANDOLFI_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619L..10G/abstract target=ref>Gandolfi et al. 2018</a>",84.2992798,"05h37m11.83s",-80.4646041,"-80d27m52.57s",292.50808,-29.77608,273.90524,-76.01862,6.26790000,0.00046000,-0.00046000,0,"6.26790&plusmn;0.00046",,,,,,0.068390,0.000500,-0.000500,0,"0.06839&plusmn;0.00050",87.456,0.085,-0.076,0,"<div><span class="supersubNumber">87.456</span><span class="superscript">+0.085</span><span class="subscript">-0.076</span></div>",,,,,,0.000000,,,0,"0",1.16980000000e+03,2.80000000000e+00,-4.30000000000e+00,0,"<div><span class="supersubNumber">1169.8</span><span class="superscript">+2.8</span><span class="subscript">-4.3</span></div>",,,,,,309.00,29.00,-66.00,0,"<div><span class="supersubNumber">309</span><span class="superscript">+29</span><span class="subscript">-66</span></div>",2.97000,0.57000,-0.55000,0,"<div><span class="supersubNumber">2.97</span><span class="superscript">+0.57</span><span class="subscript">-0.55</span></div>",0.030000,,,0,"0.03",2458325.504000,0.001200,-0.000740,0,"<div><span class="supersubNumber">2458325.50400</span><span class="superscript">+0.00120</span><span class="subscript">-0.00074</span></div>",2.9530000,0.0470000,-0.0470000,0,"2.953&plusmn;0.047","4.241&plusmn;0.027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5128000,0.0019464,-0.0019464,"5.5128000&plusmn;0.0019464",5.1054000,0.0063000,-0.0063000,"5.1054&plusmn;0.0063",0,"BJD","[Fe/H]","G0 V",,,,,,,,,,,,,,,0.01645507154509650,0.16483759124801503,-0.98618345105360494,1068394155,1.580,0.260,-0.280,0,"<div><span class="supersubNumber">1.58</span><span class="superscript">+0.26</span><span class="subscript">-0.28</span></div>",0.182,0.004,-0.004,0,"0.1822&plusmn;0.0045",2.042,0.050,-0.050,0,"2.042&plusmn;0.050",0.01703,0.00025,-0.00023,0,"<div><span class="supersubNumber">0.01703</span><span class="superscript">+0.00025</span><span class="subscript">-0.00023</span></div>",13.380000,,,,,,,,,,"2018-11-12","2018-12","<a refstr=HUANG_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...868L..39H/abstract target=ref>Huang et al. 2018</a>","2018-11-15",0,0.260000,-0.260000,0,"13.38&plusmn;0.26",0.5900,0.0180,-0.0200,0,"<div><span class="supersubNumber">0.590</span><span class="superscript">+0.018</span><span class="subscript">-0.020</span></div>",,,,,,,,,,,0.01517,0.00264,-0.00271,0,"<div><span class="supersubNumber">0.0152</span><span class="superscript">+0.0026</span><span class="subscript">-0.0027</span></div>",4.82000,0.84000,-0.86000,0,"<div><span class="supersubNumber">4.82</span><span class="superscript">+0.84</span><span class="subscript">-0.86</span></div>",0.01517,0.00264,-0.00271,0,"<div><span class="supersubNumber">0.0152</span><span class="superscript">+0.0026</span><span class="subscript">-0.0027</span></div>",4.82000,0.84000,-0.86000,0,"<div><span class="supersubNumber">4.82</span><span class="superscript">+0.84</span><span class="subscript">-0.86</span></div>","Mass",,,,,,,,,,,6037.00,45.00,-45.00,0,"6037&plusmn;45",0.080,0.030,-0.030,0,"0.080&plusmn;0.030",,,,,,3.1400,0.5000,-0.5000,0,"3.14&plusmn;0.50",0.160,0.006,-0.006,0,"<div><span class="supersubNumber">0.1596</span><span class="superscript">+0.0060</span><span class="subscript">-0.0061</span></div>",4.42,0.03,-0.03,0,"4.42&plusmn;0.03",2.980,1.400,-1.300,0,"<div><span class="supersubNumber">2.98</span><span class="superscript">+1.40</span><span class="subscript">-1.30</span></div>",1.09,0.04,-0.04,0,"1.094&plusmn;0.039",1.1480,0.0650,-0.0650,0,"1.148&plusmn;0.065",1.10,0.02,-0.02,0,"1.100&plusmn;0.023",0,0,1,1,0,0,0,0,0,0,"Published Confirmed",1,2,0,0,1,2,1,0,0,2,1094.0304816,0.1355957,-0.1355957,"1094.0304816&plusmn;0.1355957",311.1870000,0.1271390,-0.1271390,"311.187000&plusmn;0.127139",1048.8400000,0.1363150,-0.1363150,"1048.840000&plusmn;0.136315",54.7052000,0.0671310,-0.0671310,"54.705200&plusmn;0.067131",18.2702000,0.0226000,-0.0226000,"18.2702&plusmn;0.0226",6.2520000,0.0210000,-0.0210000,"6.252&plusmn;0.021",5.6500000,0.0300000,-0.0300000,"5.65&plusmn;0.03",4.8690000,0.2720000,-0.2720000,"4.869&plusmn;0.272",4.4240000,0.2260000,-0.2260000,"4.424&plusmn;0.226",4.2410000,0.0270000,-0.0270000
"XO-7 b","b","XO-7",,,"TIC 268403451","Gaia DR2 2303332931542914048",1,"<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2020-02",2019,"Transit","Ground","XO","Apogee CCD Array","Canon 200mm f/1.8L","<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>",277.4780753,"18h29m54.74s",85.2333208,"+85d13m59.95s",117.58141,27.47379,88.06918,71.27715,2.86414240,0.00000430,-0.00000430,0,"2.8641424&plusmn;0.0000043",,,,,,0.044210,0.000620,-0.000620,0,"0.04421&plusmn;0.00062",83.450,0.290,-0.290,0,"83.45&plusmn;0.29",,,,,,0.038000,0.033000,-0.033000,0,"0.038&plusmn;0.033",1.74300000000e+03,2.30000000000e+01,-2.30000000000e+01,0,"1743&plusmn;23",,,,,,1540.00,81.00,-81.00,0,"1540&plusmn;81",0.34000,0.02700,-0.02700,0,"0.340&plusmn;0.027",0.909000,0.018000,-0.018000,0,"0.909&plusmn;0.018",2457917.475030,0.000450,-0.000450,0,"2457917.47503&plusmn;0.00045",2.7720000,0.0336000,-0.0336000,0,"2.772&plusmn;0.034","9.241&plusmn;0.024",,,,,,,,,,,,,,,,,9.1600000,0.0230000,-0.0230000,"9.160&plusmn;0.023",9.1920000,0.0200000,-0.0200000,"9.192&plusmn;0.020",9.1090000,0.0260000,-0.0260000,"9.109&plusmn;0.026",9.2150000,0.4440000,-0.4440000,"9.215&plusmn;0.444",,,,,10.4575000,0.0004490,-0.0004490,"10.457500&plusmn;0.000449",10.0521000,0.0061000,-0.0061000,"10.0521&plusmn;0.0061",0,"BJD-TDB","[Fe/H]","G0 V",,,,,,,,,,,,,,,0.01081497912903050,-0.08239153805094011,0.99654135422672707,1315998100,80.500,3.200,-3.200,0,"80.5&plusmn;3.2",1.373,0.026,-0.026,0,"1.373&plusmn;0.026",15.390,0.291,-0.291,0,"15.39&plusmn;0.29",0.09532,0.00093,-0.00093,0,"0.09532&plusmn;0.00093",6.430000,,,,,,,,,,"2020-01-13","2020-02","<a refstr=CROUZET_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159...44C/abstract target=ref>Crouzet et al. 2020</a>","2020-01-16",0,0.140000,-0.140000,0,"6.43&plusmn;0.14",0.7090,0.0230,-0.0230,0,"0.709&plusmn;0.023",,,,,,,,,,,0.70900,0.03400,-0.03400,0,"0.709&plusmn;0.034",225.34147,10.80622,-10.80622,0,"225&plusmn;11",0.70900,0.03400,-0.03400,0,"0.709&plusmn;0.034",225.34147,10.80622,-10.80622,0,"225&plusmn;11","Mass",,,,,,,,,,,6250.00,100.00,-100.00,0,"6250&plusmn;100",0.432,0.057,-0.057,0,"0.432&plusmn;0.057",-12.98,0.01,-0.01,0,"-12.983&plusmn;0.015",6.0000,1.0000,-1.0000,0,"6&plusmn;1",,,,,,4.25,0.02,-0.02,0,"4.246&plusmn;0.023",1.180,0.980,-0.710,0,"<div><span class="supersubNumber">1.18</span><span class="superscript">+0.98</span><span class="subscript">-0.71</span></div>",1.41,0.06,-0.06,0,"1.405&plusmn;0.059",,,,,,1.48,0.02,-0.02,0,"1.480&plusmn;0.022",0,0,1,1,0,0,0,0,0,0,"Published Confirmed",1,1,0,0,0,0,0,0,0,1,28.8804812,0.0503839,-0.0503839,"28.8804812&plusmn;0.0503839",-15.3542000,0.0381441,-0.0381441,"-15.3542000&plusmn;0.0381441",24.4608000,0.0544562,-0.0544562,"24.4608000&plusmn;0.0544562",4.2419500,0.0215007,-0.0215007,"4.2419500&plusmn;0.0215007",234.1490000,1.1940000,-1.1810000,"<div><span class="supersubNumber">234.149</span><span class="superscript">+1.194</span><span class="subscript">-1.181</span></div>",11.2290000,0.0870000,-0.0870000,"11.229&plusmn;0.087",10.5210000,0.0060000,-0.0060000,"10.521&plusmn;0.006",9.5570000,0.0240000,-0.0240000,"9.557&plusmn;0.024",9.3080000,0.0300000,-0.0300000,"9.308&plusmn;0.030",9.2410000,0.0240000,-0.0240000
"XO-6 b","b","XO-6",,,"TIC 138168780","Gaia DR2 1114308481600798336",1,"<a refstr=CROUZET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C/abstract target=ref>Crouzet et al. 2017</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2017-03",2016,"Transit","Ground","XO","Apogee CCD Array","Canon 200mm f/1.8L","<a refstr=CROUZET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C/abstract target=ref>Crouzet et al. 2017</a>",94.7929552,"06h19m10.31s",73.8275672,"+73d49m39.24s",140.47052,23.77558,92.09337,50.42311,3.76500070,0.00000810,-0.00000810,0,"3.7650007&plusmn;0.0000081",,,,,,0.081500,0.007700,-0.007700,0,"0.0815&plusmn;0.0077",86.000,0.200,-0.200,0,"86.0&plusmn;0.2",,,,,,0.000000,,,0,"0",1.57700000000e+03,2.80000000000e+01,-2.80000000000e+01,0,"1577&plusmn;28",,,,,,,,,,,0.62000,,,1,"&lt;0.62",,,,,,2456652.712450,0.000550,-0.000550,0,"2456652.71245&plusmn;0.00055",2.9000000,0.1000000,-0.1000000,0,"2.90&plusmn;0.10","9.246&plusmn;0.020",,,,,,,,,,,,,,,,,9.2130000,0.0230000,-0.0230000,"9.213&plusmn;0.023",9.2320000,0.0210000,-0.0210000,"9.232&plusmn;0.021",9.3400000,0.0370000,-0.0370000,"9.340&plusmn;0.037",8.7090000,,,"8.709",,,,,10.1910000,0.0003290,-0.0003290,"10.191000&plusmn;0.000329",9.8827800,0.0060000,-0.0060000,"9.88278&plusmn;0.00600",0,"BJD","[Fe/H]","F5",,,,,,,,,,-20.70,2.30,-2.30,0,"-20.7&plusmn;2.3",-0.02327258274419515,0.27755506262429663,0.96042780785649762,1257331963,450.000,,,1,"&lt;450",2.070,0.220,-0.220,0,"2.07&plusmn;0.22",23.203,2.466,-2.466,0,"23.2&plusmn;2.5",0.11000,0.00600,-0.00600,0,"0.110&plusmn;0.006",9.080000,,,,,,,,,,"2016-12-20","2017-03","<a refstr=CROUZET_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...94C/abstract target=ref>Crouzet et al. 2017</a>","2016-12-21",0,0.170000,-0.170000,0,"9.08&plusmn;0.17",0.6330,0.0340,-0.0340,0,"0.633&plusmn;0.034",,,,,,,,,,,4.40000,,,1,"&lt;4.4",1398.45200,,,1,"&lt;1398",4.40000,,,1,"&lt;4.4",1398.45200,,,1,"&lt;1398","Mass",,,,,,,,,,,6720.00,100.00,-100.00,0,"6720&plusmn;100",-0.070,0.100,-0.100,0,"-0.070&plusmn;0.100",,,,,,48.0000,3.0000,-3.0000,0,"48&plusmn;3",,,,,,4.04,0.10,-0.10,0,"4.04&plusmn;0.10",1.880,0.900,-0.200,0,"<div><span class="supersubNumber">1.88</span><span class="superscript">+0.90</span><span class="subscript">-0.20</span></div>",1.47,0.06,-0.06,0,"1.47&plusmn;0.06",1.0000,0.0560,-0.0560,0,"1.000&plusmn;0.056",1.93,0.18,-0.18,0,"1.93&plusmn;0.18",0,0,1,1,0,0,0,0,0,0,"Published Confirmed",1,1,0,0,0,0,0,0,0,0,28.0607596,0.0951550,-0.0951550,"28.0607596&plusmn;0.0951550",-16.6426000,0.0548014,-0.0548014,"-16.6426000&plusmn;0.0548014",-22.5927000,0.1110770,-0.1110770,"-22.592700&plusmn;0.111077",4.2183300,0.0432756,-0.0432756,"4.2183300&plusmn;0.0432756",235.4790000,2.4430000,-2.3930000,"<div><span class="supersubNumber">235.479</span><span class="superscript">+2.443</span><span class="subscript">-2.393</span></div>",10.6780000,0.0560000,-0.0560000,"10.678&plusmn;0.056",10.2470000,0.0040000,-0.0040000,"10.247&plusmn;0.004",9.4710000,0.0200000,-0.0200000,"9.471&plusmn;0.020",9.2660000,0.0170000,-0.0170000,"9.266&plusmn;0.017",9.2460000,0.0200000,-0.0200000
"XO-5 b","b","XO-5",,,"TIC 9155187","Gaia DR2 920308932010648448",1,"<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2008-10",2008,"Transit","Ground","XO","Apogee CCD Array","Canon 200mm f/1.8L","<a refstr=BURKE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...686.1331B/abstract target=ref> Burke et al. 2008 </a>",116.7163868,"07h46m51.93s",39.0944695,"+39d05m40.09s",180.62567,26.93448,111.47565,17.62617,4.18775580,0.00000060,-0.00000060,0,"4.1877558&plusmn;0.0000006",,,,,,0.051500,0.000500,-0.000500,0,"0.0515&plusmn;0.0005",86.800,0.200,-0.200,0,"86.8&plusmn;0.2",,,,,,0.000000,,,0,"0",1.23000000000e+03,2.00000000000e+01,-2.00000000000e+01,0,"1230&plusmn;20",,,,,,,,,,,1.06000,0.08000,-0.08000,0,"1.06&plusmn;0.08",1.080000,0.010000,-0.010000,0,"1.08&plusmn;0.01",2456864.312900,0.000200,-0.000200,0,"2456864.3129&plusmn;0.0002",3.1176000,0.0168000,-0.0168000,0,"3.1176&plusmn;0.0168","10.345&plusmn;0.018",15.3529000,0.0075771,-0.0075771,"15.3529000&plusmn;0.0075771",11.9889000,0.0008650,-0.0008650,"11.988900&plusmn;0.000865",11.8207000,0.0008332,-0.0008332,"11.8207000&plusmn;0.0008332",13.6561000,0.0162590,-0.0162590,"13.656100&plusmn;0.016259",10.3330000,0.0240000,-0.0240000,"10.333&plusmn;0.024",10.3810000,0.0200000,-0.0200000,"10.381&plusmn;0.020",10.2920000,0.0670000,-0.0670000,"10.292&plusmn;0.067",8.3540000,,,"8.354",15.0080000,0.0116719,-0.0116719,"15.0080000&plusmn;0.0116719",11.9498000,0.0002370,-0.0002370,"11.949800&plusmn;0.000237",11.4556000,0.0061000,-0.0061000,"11.4556&plusmn;0.0061",0,"HJD-UTC","[Fe/H]",,,,,,,,,,,,,,,,-0.34891803266016269,0.69325227449994842,0.63060089627688432,-1704502734,146.000,3.000,-3.000,0,"146&plusmn;3",1.140,0.030,-0.030,0,"1.14&plusmn;0.03",12.780,0.340,-0.340,0,"12.78&plusmn;0.34",0.10390,0.00070,-0.00070,0,"0.1039&plusmn;0.0007",,,,,,,,,,,"2015-02-12","2015-03","<a refstr=SMITH_2015 href=https://ui.adsabs.harvard.edu/abs/2015AcA....65..117S/abstract target=ref>Smith 2015</a>","2015-02-12",0,,,,,0.5500,0.0300,-0.0300,0,"0.55&plusmn;0.03",,,,,,,,,,,1.19000,0.03000,-0.03000,0,"1.19&plusmn;0.03",378.20000,9.53000,-9.53000,0,"378.20&plusmn;9.53",1.19000,0.03000,-0.03000,0,"1.19&plusmn;0.03",378.20000,9.53000,-9.53000,0,"378.20&plusmn;9.53","Mass",,,,,,,,,,,5430.00,70.00,-70.00,0,"5430&plusmn;70",0.050,0.060,-0.060,0,"0.05&plusmn;0.06",,,,,,,,,,,,,,,,4.35,0.02,-0.02,0,"4.35&plusmn;0.02",,,,,,1.04,0.03,-0.03,0,"1.04&plusmn;0.03",1.0100,0.0600,-0.0600,0,"1.01&plusmn;0.06",1.13,0.03,-0.03,0,"1.13&plusmn;0.03",0,0,1,1,0,0,0,0,0,0,"Published Confirmed",1,1,0,0,26,2,0,0,0,0,32.1685526,0.0592473,-0.0592473,"32.1685526&plusmn;0.0592473",-21.5254000,0.0740527,-0.0740527,"-21.5254000&plusmn;0.0740527",-23.9055000,0.0437047,-0.0437047,"-23.9055000&plusmn;0.0437047",3.5923800,0.0502799,-0.0502799,"3.5923800&plusmn;0.0502799",276.2110000,3.9190000,-3.8120000,"<div><span class="supersubNumber">276.211</span><span class="superscript">+3.919</span><span class="subscript">-3.812</span></div>",12.8990000,0.0560000,-0.0560000,"12.899&plusmn;0.056",12.1980000,0.0920000,-0.0920000,"12.198&plusmn;0.092",10.7740000,0.0190000,-0.0190000,"10.774&plusmn;0.019",10.4430000,0.0210000,-0.0210000,"10.443&plusmn;0.021",10.3450000,0.0180000,-0.0180000
"XO-4 b","b","XO-4",,,"TIC 51234631","Gaia DR2 990291507088739072",1,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>","2008-05",2008,"Transit","Ground","XO","Apogee CCD Array","Canon 200mm f/1.8L","<a refstr=MCCULLOGH_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008arXiv0805.2921M/abstract target=ref> McCullogh et al. 2008 </a>",110.3880285,"07h21m33.13s",58.2681094,"+58d16m05.19s",158.63533,26.68924,103.04779,35.74880,4.12508000,0.00000400,-0.00000400,0,"4.125080&plusmn;0.000004",,,,,,,,,,,88.800,0.600,-0.600,0,"88.80&plusmn;0.60",,,,,,0.000000,,,0,"0.0",,,,,,,,,,,,,,,,,,,,,0.780000,0.012000,-0.012000,0,"0.780&plusmn;0.012",,,,,,,,,,,"9.406&plusmn;0.023",,,,,,,,,,,,,,,,,9.3730000,0.0220000,-0.0220000,"9.373&plusmn;0.022",9.3980000,0.0210000,-0.0210000,"9.398&plusmn;0.021",9.3780000,0.0400000,-0.0400000,"9.378&plusmn;0.040",8.7160000,,,"8.716",,,,,10.5131000,0.0003830,-0.0003830,"10.513100&plusmn;0.000383",10.1653000,0.0061000,-0.0061000,"10.1653&plusmn;0.0061",0,,"[Fe/H]",,,,,,,,,,,,,,,,-0.18322676607332725,0.49299719018737598,0.85051850224534353,1478754909,168.600,6.200,-6.200,0,"168.6&plusmn;6.2",1.250,0.080,-0.080,0,"1.25&plusmn;0.08",14.011,0.897,-0.897,0,"14.0&plusmn;0.9",,,,,,7.680000,,,,,,,,,,"2018-04-25","2017-03","<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","2018-04-26",0,0.110000,-0.110000,0,"7.68&plusmn;0.11",,,,,,,,,,,,,,,,1.42000,0.19000,-0.19000,0,"1.42&plusmn;0.19",451.31860,60.38770,-60.38770,0,"451&plusmn;60",1.42000,0.19000,-0.19000,0,"1.42&plusmn;0.19",451.31860,60.38770,-60.38770,0,"451&plusmn;60","Mass",,,,,,,,,,,6397.00,70.00,-70.00,0,"6397&plusmn;70",-0.040,,,0,"-0.04",,,,,,,,,,,,,,,,4.18,0.03,-0.03,0,"4.18&plusmn;0.03",,,,,,1.10,0.22,-0.22,0,"1.10&plusmn;0.22",0.5000,0.0200,-0.0200,0,"0.50&plusmn;0.02",1.45,0.09,-0.09,0,"1.45&plusmn;0.09",0,0,1,1,0,0,0,0,0,0,"Published Confirmed",1,1,0,0,11,1,0,2,0,0,17.7999868,0.0553590,-0.0553590,"17.7999868&plusmn;0.0553590",-16.9894000,0.0558839,-0.0558839,"-16.9894000&plusmn;0.0558839",5.3103500,0.0496684,-0.0496684,"5.3103500&plusmn;0.0496684",3.6392100,0.0385063,-0.0385063,"3.6392100&plusmn;0.0385063",272.6550000,2.9140000,-2.8550000,"<div><span class="supersubNumber">272.655</span><span class="superscript">+2.914</span><span class="subscript">-2.855</span></div>",11.1490000,0.1110000,-0.1110000,"11.149&plusmn;0.111",10.8140000,0.0080000,-0.0080000,"10.814&plusmn;0.008",9.6670000,0.0210000,-0.0210000,"9.667&plusmn;0.021",9.4760000,0.0220000,-0.0220000,"9.476&plusmn;0.022",9.4060000,0.0230000,-0.0230000
